,uuid,item_name,tier,starting_bid,item_bytes
15,f4f9e4e5e66742e199d1e708d6b74bfc,Runaan's Bow,LEGENDARY,1449000,H4sIAAAAAAAAADVS227TQBAd101J3KJIpQ88oa2g4gGF5tI4dd/SCxCphNK0IJ6qsb2xV9i7Zr2m9IvyH/kwxKwd/OKdM2duZ8YD6IAjPABwtmBLxE7LgdaFqqRxPHANJh3Y5jJKwX4O7N7LUHP8iWHGHRc6n0TMP2SYlOT968GzWJRFhk8UdK00bxN6APvr1eQSc0z4GVuvoncDvw8vCFsYzWVi0gYd94n8fL0KLlKUEWez2Qx2rVmFoszZN5smuNSYKMnuNEZcE2YJVD63dOiSMcsLzIRM6vADC8ilkMJw9rUSv+sYW+NGcB3VNPCsqR5r1x69F1IUTXWAl+uVPw1FJszTGRUVRcbZIlWGwWvbf6qUKdmIodbqsWRoGDIjcn7I7lLOhnBEJP7HaPzPiDlmNCye9I/oN1FLZlIOr+gZ1/owlDFLFY1jFDOoE27K99SHJa9Xp3epKBnNkrMIJQs503ypiBQfWj399Sq7vvp4Nb+c3v5g51++t2F7TtJYXfzbSiLKtyU7V4/gQffKtjU1RouwMrxs29XD7u39fDqdLx4o2IM9u3aUJufSlC60xUZa6sd1YSeq19QY7WKjp70RF7piI/rDr1p0QlsutEqrbBPQKqziG3xpF0jvLZu13nbj2EGRNzlbQLNUFbX4pj868YNxyHvROJj0TpZBvxcO/KDnDydBPJ70cRhjGzp2DaXBvIBucDwYHg9HbHA2PmU3n6kO7DTnaE/6H1i9LfIBAwAA
16,d9d65ea2e2ed48dfa5c52d0cc7de53e3,Spiritual Juju Shortbow ✪✪✪✪✪,EPIC,30000000,H4sIAAAAAAAAAHVU227TQBAd101IQksRSEW8wIKoRJWmje1c3PLUG20qaAtpCm/Rxt4mS+1dY68b8i+8R+Iz8il8CGI2Tkpe8MPamj1z5uyZWZcAimDwEgAYS7DEfSNnQO5QpkIZJTAV7RdhmQlvAPox4GFH9GJGb2kvYIYJxVPus/cB7Se4+6cED3yeRAEdYdIHGbMCRtfh5WTcPGE0Jm0PY3tkMvYb9Tq+3LeW6zibsImAIxrS/nTTKzsNC9/sbdmubk5hZWur6trbtU2wENpWMRN9NcjAbm0Ru7uQZDemKWVMOYy5IocDKrxZCdvayNBWdWMGd/ALqnPwoh6r7s7QTnOOrqEeq4EZz7WigUR6KQNfDoXOodXturbkHZ51Mg6ytS3TgBxTxWLSaiHdlubMRGHgXyTt8SQk1zp59yimfSnIVUw9TLueY9DykC2wtMQNF1wx8inldwj8ChWMXnIWe1z0yT3uUg4XadqCR9PaKFV36ZSrRJ/YwaUZyl5CsDYPI+qpbXimraGC+FNnCBM+i0MmtjH3ieaKOPqW0oAcSJEmsKG7HlOBjFQ7gkZrVi87r5IkiehQwGuMUZIlkyPmyREZDpggI5mSWx4EhApYRwwTLBwRLpDMT0WfyWnhF5NxHc2PVU8O90hLJAoLBiOSDKRUySs9fohA748vW4fkqHN+cnxxTg4uvhRg+RwthF1NcK/8LP2Wkjkfqm38/vnrfyuUYO34h4rpvlIx76WKJSY8xkHoRlJRJbuevkSooGTAykxyF1sUGgUohNLnN9gdKCbz4iasplE/pj7rBuyOBZiZK+gbCatnnbNOt3168fkKlZdgRd9HPCear7BmPrMU8aYJhWjWc31bTVjjs8Hofp8OhpZjwtM0UDzEQewmOJJdpkcSd5ZMyEV6QHRp/E70dGS0uRs9cBkm700HNAPlKQ+zajlAT9MU9b5pNJjHao5TadpVr1LzGa1Ql9mV5s2u7Vq25/uuU4AiamDYsDCCR80dd8e2SWPPtsj+RywD+ewC6r/OX7G85gCkBAAA
17,57e56b790ba844089747d6d94320870e,Ancient Frozen Blaze Helmet ✪✪✪✪✪,MYTHIC,32000000,H4sIAAAAAAAAAHVV3WobRxQe2U4iizQJFHrTEobigIUieXe1P1pDL2RZtmUsKZHWSqRSxGj3WFprf9Td2djyXR+gd70opYFCC4LSp9Cj+EFKz2hlx6VUoN0553zfmfM3szlCtknGzRFCMhtkw3UyP2bIo1qYBDyTI5ucjbfJFgT2hIjfJtk+cR048tg4RvHvHMl1p4nnta8CiLJko+GQHTB1SdX0StFxymaxLFXkItNAKWqqrOrGyHQUZ4S8N1E4g4i7EG+TLIdrnkQQr8LIkkc95iVA/oL5qTR4P5Gc96eePW/oKFtdyWs3LmdGI+jNR7WG3vDRflLVz+bmA6zG2TvN65dPJ4PgbTLye9JZuePBSUe2/fMPLas3aVott3/5Vh1YTblt9VzUTQfWZDo47Gutw5bfv2mqg+OG3Lxsys0b+7p5aav9G7S9O522Ds9vBtZbrW9VtbY1dS/eyyZGniNPHDeeeWyONTsLI8iikpKXy4VxDCyiXRt1+3S5cLSKjq/KrmmYeaKgvcsjCMZ8Iqx2wSzjy9wtlLW8QO8WZDW/whdkTS/pap4UkVOLXE5rExbYkNJk7VXKw8UaryglXJPCHfyQ+Wy8hqtrtHoHNkoSromE4BNgXhoNK8iKgm9AoJRPGcadd1ktGUqelJFxCBcQxLCm6LhvSlL+Q9KNkoakr0TaMwAnpSglJbWXV9Y8WhsBB89zx7DOEEFa6kvR1s5UrMXX9/HSDiB4HYK0rphR0vPkpeB9i7W8/fgDrr67F3/5SYjYJ8zBPI7CK/TSw+VrgcAZ5WBzNww+6TpwmXyAgHGgPaTtLRf6EZ4A2gVOD8IgiffpURTeQEAPPHbjBmNaTSKGTGNX2ltHm3Yhpn44iqkbUGFmGhroyAvtKdnBZcSCMdCLMBK2siSyMUYsBuqsyLSwKpGwvRLE8ILyCbgR9dk1XRns249/0LQuYgRtVMIHiOY0BjsMHMrEfzbz8ASuerFcjLpeiAc5jmlDuEj3BpU8wyfKKS8uYdZfothcbWSXX1fS4NK49mIiBJE70E7o0FroeWkNRV90Wa9MyRfYGWyQRPEGoNprCVdR6Igb5QVWuBrYLgTraq7qdYzF4HHaVtGD259/ow/GWexoIkx4w4hqjDM79EeCYHiYsydCLqxSVG8//i4wHfg+cfHC+Te+O3Wxk4okHGK97KuJ64FokDUBeg9DQ4ns4/AsF95yMWXLhdg2lcSz2bdOGjV6eN46rrdb9KR+1qxb9BM+S7ZazAfyDarucn0wMoBN83ycJqzW7a9//t8Tb5vn9WsesSrnkTtKOMSb5HnEsCzzYTIbR8wBUdHMJnkxCflwFnLGw6EtbnZxV+XI1hj8OEuyp9Xum3pnKJGto0arjopau3lQte4U2+RZEoixBGcYeyGPxa228YB2j8+Sp3fLIfomj1MIyZCnToLTHAZDl4OPF3zWDx33woWIPGFpBTbJZ+ugh6uW4R6PsuJ7RD4/6rQH9dbw4Kw6qA/TaubIU/FNwqnwkYuJ56L7YymYqJjdn91U8Xi8OtxCINiBJEHXO7biXNiGrBcljbGiqrBykdmqUWQMRiaTKyNdUbJkm7s+xJz5M/LM3JP3lDKt7EsGfdMUhXi8HsJNQv4BGL9pEk0HAAA=
18,f269a227d9464d988dd6979c0754d53c,Snow Suit Leggings,EPIC,39000,H4sIAAAAAAAAADVS207bQBCdcGmT9IEW1MdKQ1t6URuISQKENxpCoKIUKSAe0doe2yvWu9Huumm+yP/hDysdB/Hk9cyZM+ec3TZACxqyDQCNFViRceN7A9ZHptC+0YZVL9IGvLrVoSXxIEJFjVVoncuYzpRIHQ/9a8PLWLqZEosWrF0aS02ubsGbqjw8J6F8doxVKb4dDmCTS6eUkHb0VOt1GfqpKg/OCqVwSh5/GF24YxwZFeNNVuQh4w6/9PeOvsI7Pp0oZeYOfUY4J2HJojfoMmM8bHO70Erm0lOMTpt5KJRyOM9IY+GkTqHmqsrhmTXOL5YkU4bhSGhtNPd2Wc0Of8ciynAmKSJMrdDeoajlDnZqgrBWuKRKZeIxyoRmXGIs0h+yC5xZcqQ9fGDEwhTIMjUm1uTLhVUZTeqxE+9F9AAb/M+4XGqZipy2WQA+2UTnBS82CY9JFmBz3rDUBO8Zwd4xNgXfR8wOpSI0uib/SdYuPrsl8Z2xD5zNjOHPxFV5dFPTcUY5RkJjSGiJxacUb8NWVQ6qUo2vL0Z4OZ5MLq4m01VYj4wyFh4fH5uwdsUq4S3jlslNC+nxktKU03XQho3xX28Fe7MyLDy5Zv2eYHN69fvufnp7cXP/zMpMRcGtjwfd3jCkYNCJkv240w/6YWcY9PY7ST/pRknvIIiDQRNaXubEgeQzeD3cC3p7+z0Musf9IV7/AliBF6ciFymxSfgP7MjIk88CAAA=
19,168b7bb52db1411abe7e64b9b93c40da,Blood God Crest,COMMON,5200000,H4sIAAAAAAAAAFVT3Y6bRhQeezetbbVaqVKqSpUiLtKr1g0YsNeRcoHBa+N4YG3jH7hZDTCGsQdY8bPYvssD5A2a632PfZQ8SNXBm5XSiyNmvvOd73xnZmgB0AQ10gIA1OqgTvza5xp4pSZFnNda4CJHwQVojomPbygKMsb6twVai31BqVnGOG2Auu6DtxLPy8JW3LYxdv22KF577b7b77Y9SRZFz+tsJa/L6m7T5B6nOcFZEzRyfMiLFGfn1g3waoVogWv/4DIJdHXCo7VAPXEeuhuF6FoSQMs+mNpMNq3ZEWpBCUn5UVcV4o0nD05EM2dJ9zpRurqq83A9O9nryQ5GM9HQ9jzUBjvTUmQ4mgmGBnlHU06mBg820TOVKIEeD45ux7l3RyvTZn2fdSaGs/ZD1Dk8uB2JTJWzrxNa+4W9mQtetFo4mxsBbSbUUfXAJAPei1f0G493NiHvs5x3POd65z7M75LPJxb5H1bxmV55nlOPWN1Y6U6P/e805BytZWqLk9CJZ4UbrfipOKd4XPlYPhhrXbJ3y4OzvqFOtCwdywihNQgdzY9sa9iBO0+C2s0eRgY1tNkBRjrvWLMT3NmSYe1LYzeUYWRL8KSz8EpT00/wqH88exvz7DvoqzH/gd1UC/zok+yeomMTXE6TFDcY+BP45emxt8hTHAd5+J57evT+7DKcLXpWirx9xiHOq94UTrltknIYeSEXJS54zRh7Qin2uTIkFHNlksZ/s9I/WGKESHzWEr5++cS9yFeiLxrgN7bxSUByLom5PMQvXSqJX1lOfd6eLQky/5csX4PfGT5I4iL7ZvR78eey7dMjVU0ITYNTVHW4WJhzuwEuDRThatLtgCaJz41YqOwB5+xQroaHPEVKnqfELXKcXYArtyLdBSyqATNQn75pgEaU+GRLcAou4yRmh9dMUmY/tlAAfl6Mzdu72+VcHSuLYaP6GcHVYGqa2t2IhTofLizmoigY/lbmfc+XsddGgiy1JWnbb/cx6revezKWu51+t4MEpp6TiBlE0T24kt4J3Xcdgeu9F/vcLQSgDn7QUIQCDC4A+A+dVZgrCAQAAA==
20,f4ad6039f6ca430a8d2a1dce8e27fd8b,Spicy Zombie Knight Sword,EPIC,50000,H4sIAAAAAAAAAF1Ty07bQBS9IQGcgIpQF+2iaqdqIxHRhMQxeXUVQoAICKgGKrGJxvYkGcWPdGbMY9kP6Tr/kU/ph1S9tjGi9WZ8zz33MffcKQDkIcMLAJBZgRXuZDYysNoLQl9lCpBVdJKHHPPtKURfBjaufUswOqOWyzJZyJ9whx25dCLR+6cA6w6Xc5c+YtBZIJiG6Da8Xy6ax4wKYtqIdchy4dR1A4/WTnO/WYIP6D+kHp3EPnu3ZjRi565R3a+0WiXYQYKpBPMnappQjDYe7Z3dZilh1uqNiq4nzJ7givSm1LfTfMWEXCum7GIJKinzZeVG9YmKPym30ai0kL+H/IPADyXpKkXtGTHnjDlJWPMpqpkG4Q/e/CuC/Yc5ExwHyMhgMEDgS0Q94kIqglfiM8RvUvgsCBT3JxEzqtc+C7HOs9e06R2OgIkX0JSKuc+kJDfwCu0b6s254NJDG+DjctE4Cl2XmEyRuPcOuQ08izNy6vPJVBH4FElDuS/je9Srv3/9JC+GTe6nzI/1CyVzyD1HSE3Zv1lAQ39XeIHAmm+Xi/3lwu1fDnrk8Hp43L8YEvP7xbdDDXJD6jF4hwRzzu3H/1ox7wPhQAG2+g9KUJyx4FaomNRg2wnx1oE/kjPuuiPBfsBmr3vV7V2cH5idWjsLbywqmamoOggCqS6ZsJmPm8uwn6IGmhc4fMyZgFUZFdaiNYfXtxg+6I9Oh4Pjk6tR3GMBNqNVp77yMIHMQs5FBTDLahY2x5FmIxlrhlAuC+tuohdaWXwKMhUjCcjLVK/ELrDnVXgKuEvVigiAAwpDbOxzrUFbhsGs8rje0MuGZbXL1NaNcn1sj/Wx7rSYPcZorpg3UjxOv6ZBXnGPSYUpYau9V6vv6XVidKotcnkOsAJryZpHj/gvjMVoyvMDAAA=
21,8b8de2ecd05f42948b431586bb9b31ba,Silver Fang,UNCOMMON,290000,H4sIAAAAAAAAACWPzUrDQBSFT9JWkygK4gNM1yLUhVTclbZRoU0gqT87mSQ36WB+ZDIVfaJ5j3kwcYJ3c+75zl3cEwA+HBEAcFy4onCkg8myO7TqNMBI8crHmNp8j2FG8B9FQWHNq97a3wDHheg/a/5jrzadJM/SCS6Mnq94wyu6Z0bnVzezmeV2nRt9t9uLnglFDct5yzJikspOVlRMMTX61uiPNyssEaW63kne9iVJntXEhgSXRnOj6+doGW+3ccTS1zhZeRhHvCGc2TAV9RdJFvK2QoDz9beSfKGUFNlBUe8NFXGSPm1e1sl7uIgeABdH/88ODf8AL84KphABAAA=
22,59061aa88d934bc7852006c2a1aa2ac0,Shiny Wither Leggings,LEGENDARY,7766666,H4sIAAAAAAAAAD2S207bQBCGxxzaJFRCvetdpy2tQJxsxznAHW1CEommEgFVXKG1d+KsWO9G3jWQJ8p75MGqrk3AF7Y1880//4ymAVAHTzQAwNuADcG9Iw+2f+lCWa8Bm5alddgilcygfDzYuVVxTuyBxZK8TagPBadLyVLjsv8a8J4LM5ds4YqudE41F/0In1fLzoBYjpPExc5xteSd0Hef7n7kh8EBuN/OkJi0szLJDsPWS/YwOIqanZPWQSXRoykpQ2skfEPCtgO+OmCkLEkpUmd3TQVrqFWJAHxz1DXxIiGDdkbIWcZSwoUu0LIHwmmuM/jkoCfh0rnBeOEEksD/7mInTuDHatm+LKTECVn8qVVhzvFvxcY6V+Uc+/5p9OJ3MmdPyiDDFzHMhBJaIT1SvqicrJbULA12DCVacYPFHK12BRl7FlmRwV4FsQDfHJ3gnS5yfLX3JKSsRrc5eyRZVSuO9DyXmhO6bsrtPV7AjmNIUSbIlGNgJdy9mQmDwlKGCVMYE+Y01XlK/Es16GopJ8PR+A6v+oP+uHdxfYe92/Gg/2dcRgaj8WCyCduJljovj6MGW2OWUbm/9mQm1GK9GbyiNBXKnUgDdvvPzuqFtbmIC0vGg5ow96akPQ8+8EKlpNV96cmrlecIu39HN8P+9f1rR9elKFx8j/vMbwet7nEST/3jKHCvLm/RcXjWZO3Ib1OLkhrUrcjIWJbNYffsNIhOwyZG59EZXvwG2IB3veoCSvv/AfoOYR4KAwAA
24,dc48327d21554596a7f374739c82396e,Accessory Enrichment Swapper,SPECIAL,240000,H4sIAAAAAAAAAD2R30rDMBTGTzf/bAXZlSCIGNHb6trNdfOuzIqDbYxN8FKy9KwLtklpUnTv4Tv0PfpgYqrMXBw43/nl+w6JDdAGi9sAYDWgwSPry4LDsSyEtmxoahq34QAF20J9mtB+5hE+JTRWpv224TjiKkvozlBTmWMLar/TqvSrcjiWQhUpRkQKUiiEppHhzJTVB80UoUlCqnKEIudsixFcm8YMKWOolMw5KsIF2ckiJ3ttBxeGWNOYaEmokHqLOfkzSFHo27+Iy994XPJ4qx2WcPZe4zJDQQxVXJkdT6qSVWWyWoTjSTBtwcGcplhfZME+ioT/vqReOMMcbOiEnzqngdY5XxcaVat+Mzh/CaaT1SyYv4Xz5WT8PAvnL2+r12CxCJfGvCgMc3MfDXx/PfId1xsMnH7Pc52R3/cdb9MdDj2XbQbD+xa0NU9RaZpm0Bnduf07r0e8h65LghlAA44eaUpjrD/jB/JqZSS7AQAA
25,2e64997a2fcf493ebec8e433643e2e8c,Kat Flower,SPECIAL,480000,H4sIAAAAAAAAAB2QwU6DQBCGh7YqkJjePJm4msYbaYCmTb2R2qpp1aY18WgWGGFTCgQGa5+I9+DBjEN3k/l3vvk3O7MmgAGaMgFA60BHhXCvwdksq1LSTOiSjAzoYRrE0K4uGM8qxEUio5LTPxMuQlXmiTyya5UVqDPVYdDUkyf1g4JiVQrKRFP7S0ksE4qRRa6R4I51q4iwaAsqFVkR8pnt5U7lzKY2XHMM5bE1ZN/iIBUJUnsUh1glCFeMqzwqZKjSSByzqhA50i10mcMNh6bGjYpisoJEBTuRpaJtg1+oSuROL5s6aOpku57PXryVDr03uccTbW2LJDtgASb0579USI+oUH5FWOqnfzKX3sfXYvX+Od/wzapiNEDXdx3bkVZgo2uNnLFj+e54bPly7E9d3oFt62C0I5Qk9zn0p0N7NHRcMXoYTYX3CtCB80e5lxFCD+Afe3f0UJ4BAAA=
26,df02310e064a4ae89bd7d7021d725619,Water Hydra Head,EPIC,500000,H4sIAAAAAAAAAE2R33KaUBDGV/On6E2b5gXoTHqVoTlw+JPkzoopOKLRYBK8yRxgURTQgUMTfIc+h7d9Bh+sU8xNe7m//fbbb2fbAC1oxG0AaDShGYeNXw046a7LjDfacMTZ/AhaVhziXcLmRa3604b2w6pMktFrhrkATTuEC0ojakR6JKmEMYlGAZH8IDIkX9GpFtFI10NSz93n6w3mPMaiBQLHN17mWLyvFuDkkSUlwm+s+mT2vCDhcz8JKluva/eBJCN7uTHs7LHyu7Zup3Xf6uiD6uY/rcbZk5Z4tL+YZePSTx/JgE4StCZykE5/Osu7dJb2V567qobmuBqZwXZmToljTt9m7iRx3DDx3DF1loHqKfbWWwZkqIzpyJ2/DrffY8+db73UIZ6brGbuVJ39GMfRs3xTp2/DhzAuNgmrWnA8WOco1PAUxP3OeEAmdnNkh0vF7oJlAd7WPLiUv11/hc+1wkKW8MUBskuZEDivmYkRZgX+g/Butt9du4u4EGOOqRiwTPRRzDFa53MMv8DZfqftd0nv3u6KVm/g9FwBjocsxYOl9sQ45qJVhTkT65VhHfpj743nrMN5Hvslx0I4vB8+PXXc3uTF8sxJ58XqdczapSzrxoUW6qqCqi8RGhiSKmtUYpqiSn6kUnJDQ4rkWoAWj1MsOEs3cCYrV7JxpSiirNxqhnjvADTh1GQpmyMcAfwFghm3VX0CAAA=
27,3b6802a44e07496dbd237faba31103f4,Runaan's Bow,LEGENDARY,1449000,H4sIAAAAAAAAADVSTW/TQBAd101J3KJI0AMnNBVUHFCgSRo36S39ACKVUJoWxKka2xt7hb1r7DWlvyj/Iz8MMWsHX7zz5s3Xm/EAOuBIDwCcLdiSkdNyoHWuK2UcD1xDcQe2hQoTsJ8Du3cqKAT9pCAVjgudTzISH1KKS/b+9eBJJMs8pUcOutKFaDO6D8/Wq5MLyigWp7hehW/7/hE8Z2xhCqFikzTo6IjJT9eryXlCKhQ4m81g15pVIMsMv9k0k4uCYq3wtqBQFIxZApfPLB26bMyynFKp4jp83wJqKZU0Ar9W8ncdY2tcS1GENQ08a+qH2rXH74WSeVMd4MV65U8DmUrzeMpFZZ4KXCTaILyy/SdamxKHSEWhH0okg4RGZuIAbxOBAzhkkvhjCvrPiASlPCwdHx3y70Qv0SQCXvIzqvVBUhEmmscxGg0VsTDlO+7Dkter8W0iS+RZMgxJYSCwEEvNpOjA6umvV+nV5cfL+cX05geeffnehu05S2N18W8qRaTelHimH8CD7qVta2pMIYPKiLJtVw+7N3fz6XS+uOdgD/bs2kmZTChTutCWG2m5H9eFnbBeU2O0842e9kZc6MqN6Pe/atEZbbnQKq2yTUArt4pv8KVdIL+3bNZ6241jh2TW5GwBz1JV3OJrfxSSPxlEvX7Q93vHo2DUo/5Y9IZ+OA6WYnIiwmEbOnYNpaEsh+7kfX/wfjDE/ulojNefuQ7sNOdoT/ofrxOjEgEDAAA=
28,5c51947f5bf74402af51c5b69d54081c,Silver Fang,UNCOMMON,290000,H4sIAAAAAAAAACWPzUrDQBSFT9JWkygK4gNM1yLUhVTclbZRoU0gqT87mSQ36WB+ZDIVfaJ5j3kwcYJ3c+75zl3cEwA+HBEAcFy4onCkg8myO7TqNMBI8crHmNp8j2FG8B9FQWHNq97a3wDHheg/a/5jrzadJM/SCS6Mnq94wyu6Z0bnVzezmeV2nRt9t9uLnglFDct5yzJikspOVlRMMTX61uiPNyssEaW63kne9iVJntXEhgSXRnOj6+doGW+3ccTS1zhZeRhHvCGc2TAV9RdJFvK2QoDz9beSfKGUFNlBUe8NFXGSPm1e1sl7uIgeABdH/88ODf8AL84KphABAAA=
29,26cba2afe90148ab8cab5433dcd3b2d1,Clean Skeletor Leggings,EPIC,30000,H4sIAAAAAAAAAF1TwU7bQBCdEGiTUAlxaaVWrbYVUaE0ECc2SbhBCCFqCIiEXtHanjgW9i6s16Uc+xGVekGq1AM/0RNfUvEhVWfjAlUty16/eftm3ninBFCEXFgCgNwMzIR+rpqDubZMhc6VIK95UIRZFN4EzJWD+WPhKuSn3I0wl4fiXujjbsSDhKK/S/DYD5OziF/Spr5UWCD0Kby6uW50kSs29AjbZDfXfr25Qa/mstNorMA7irdVqFl7woU3JXirllWmd2t5tVlemVINsgJLd9wdHvPgL7fulDOKY6/VHGK9JdYe8khPDIGvWrVmJmY5d2Kt5pqdEXdwjCLBjNna+J9oN9eaK+TDIryr5IWesI+0fG94h0pq9HQoxQM2mkglEtbr9WgTlbuxm0YRG6Jm21KkySYbnmKEWioiN5ar61TFG9MgxYVOMuu3V1/YUCsUASWjGBf+1DipU/Dbd/ZPB0x8TGL4CdUlPJ+yXKtq4PtEp2EUmR9UJrDDvQk7C9FDFmQpuTFumQ0JepJSvaSlJ2XkywvBFPpp5pBuVwqEeQrTP9ahCF6TKBVfG01C0lEx5cqk6TMVPnKf/fr51bCWp4XZt1c/jMUjPE9DhVO7ba65J2M3ocZQnVAkzHLosQYvbq5pEXUOe222czzodg4GrN/pdnuD7rAAswMeo3HstCPk4qGvfQwCKi6BEix0PmvFt7RWoZtqTAqw6KciQClOEpPtROE5zLe3Rlvtg/3t4aaTh2cuT3Coud6WMtGHqDwUNAZIJioFKMTSD8chKpjzTNaCmRlYHH7o9Dujg6OTu/JK8MRMDTU4pu1JHh7p6bkglXweSmf3B4eAOYoG05NlPoCcpSmJLjXsqt20a26FO41axXZb40rLGVsVn1ftDbfl1Cxs0QiGGuMTbUoi7QIUdRhjonl8Bgutdcter9WZvWnV2dY+wAw8yo6NmeY/UTO2p/wDAAA=
30,667056d688144014b11a4b0083f5d8eb,⚚ Shadow Assassin Chestplate,MYTHIC,21990000,H4sIAAAAAAAAAGVT207bQBAdE6AkReWtL70tFCSiFIiTECc8VEqTQCJxEw6tqqqKNvbEtnDsaHddymP/oU9Ifc5/5FP4kKqzNpRKlXzZmTNz5roFgDwYQQEAjAVYCFyjZMBSO04iZRQgp7hnwNPLaCSQX/FRiEYO8r3AxcOQe5KcfhfgiRvIachv8rB4HAtcIe1zeDOfWUfIBbMd0h2w+cyt1+v0a2yb9apZhNdkYCuBkad8DTulajmFS9b+br0I64S3RaBYh0+4h5lJZX8rs6lXt4rwkkx6yMOMgJeqlf0MbZjNYppBB8cYScxg8yFAtWLpCC90BlNEN4MbGVgp75oErmnpC713tz/p+5WKMuez5pGIr5XPPtLxHVk0z0Ws0FFBHD3qBn4sIsn6/T45leaz+mEShsxGxT7EUSIPmO1zN75mLSm5lEFEPtZ2ea9WhFe65jgMiZEpH5lMDSWLx1qEtwRjhJMAJbuJE3YVEG8QOTQbovG0TqQcbtoyNo5FSiNQqgeODQ0nkYeU8bUfhMiuaUraW/mBZBLVbmqju23e/frBHmaks8RvKG7SsFSZVpxFTGGI01ioA3YkeKRkOiezTK6wScd/3XU+89nI1GOwJDpx5Mrdeybq8UAnECicMIdHbKTzJg8P3XV4T+szn4Xz2RWfzzRJJunvyedBr99mncvTo+7ZKWv3uvbg/Lg16LJHnxwsOXEYC4oFK7B4yieo98u9u739bxhtn7pF66wQCrDW/a4EbyklglGiUOZgTVC31M0wmXqCu6ivgGHA6n1Lhzp9Y0XfI9iwB62Li25naPdanbNPw5Zt09M/HT6mWIBVjByf2jZBal0OllW6O0SaI8FLl42EpRwUpn83TSt0GUlCUTbHZRq3hc6O446cnVrNHe80a83RDu6bzRpalVHNbaxAXgUTqotPpvCsuWftVaqseVCxWOsEYAGWszum2/MHFFgV6hAEAAA=
31,4a658716d1c74f718d5d16c23fb9376d,Arachne's Fang,UNCOMMON,450000,H4sIAAAAAAAAAFWS346aQBTGR/dP1TRt+gBNadJkr2xQl916SUFk3AUKIgo3zQAjDAxCAHXxHfoKvfU9fLCm426bpleTfOd3zvedzOkB0AUt0gMAtNqgTcLWjxa4kvLtpm71wEWNogvQVUmIFYqiilG/eqA3T7eUGvsNLjugDUPw6S5AfDAMw/4973/pj0Z3Qn/sI9QPBCSMQ+F+iHnM+r6VeYHLmuCqCzo1fqq3Ja6erTvgykF0i1s/8T6PoDTj0XJAg5EV+yuRQDmPNNsd6ofooCXuyLAne73ZP0BJJIE623kZrbwFTSER76AER5ps8p5MU3cIBWMKeZf1uUsl0RN40BOFurYruJmeGXNYSUSM4OZr4w+9wp86hst8X+bM1s5Q4YMNPaBpHa+av6xeeEMhDlWn8ZwZDVZOEWTOi7dqNeFy8YezKFatAasdXmrVOe95N3vOU+N/7cw7jS/ByCAiQarFB3K+exz9m/GYDQo/c5IgU7JQErbeytyFU+f2Ocd8TDQ5HXmyeOsurdiYzlKP7agl8FY7mAM38VLNFgd64iSGvOC9JIw9m6ZaYvKuPWkMmWbacpYZS7fx7Ig3bHOg29EeRvlztrXJXpV/WJvsr3rgVUiqgqKmCy4f8xJ3mHgN3p+O9/O6RCSKa25d5hlXx5irCnY65U0Fuqyc5ds6/szoD6cjts5gP6AkSLk653YE77kSB6TA1UeGvDkd0elIF7pkaJqhd8CljjIM3jFZLFEQb/BNxSloE7E8bydPzFis65L42xpXnfMdg9eiJUqqPvmuiPoUgDa4llGGIgwuAPgNjvJ3tvYCAAA=
32,e9098c0e5d3343b7979a65444ad19df5,Accessory Enrichment Swapper,SPECIAL,240000,H4sIAAAAAAAAAD2R0UrDMBSGT7epW0G8EgQRI3pb13VDV+/KrGywjbENvBwxPeuCbVKaFN17+A59jz6YmCozFwfOf778/yGxATpgcRsArAY0eGR9WXA0koXQlg1NTeMOtFCwHdSnCZ0xj/AlobEy7bcNJxFXWUL3hprKHNtQ+51X5WNVDkdSqCLFiEhBCoXQNDJcmLL6oJkiNElIVfoocs52GMGtacyQMoZKyZyjIlyQvSxyctD2cGWINxoTLQkVUu8wJ38GKQp9/xdx/RuPSx7vtMMSzt5rXGYoiKGKG7PjaVWyqkxWi3A0CaZtaM1pivVFFhyiSPjvS+qFM8zBhrPwU+c00Drnb4VG1a7fDC7XwXSymgXzTThfTkbjWThfb1avwWIRLo15URjmjm29XjR0XafXH/rOwKdbZ4gPA+dh67n9vuf66LM2dDRPUWmaZnDmd3uDrtcn3pPbI8EMoAHHzzSlMdaf8QNzRJptuwEAAA==
